,winloss,championPlayed,kills,deaths,assists,goldEarned,inhibitorKills,turretKills,visionScore,csDiffPerMin,xpDiffPerMin,duration
2418,1,26,2,2,28,8987,0,2,56,"{'10-20': 0.050000000000000266, '0-10': -1.2000000000000002}","{'10-20': 226.85, '0-10': 13.200000000000017}",1731
2419,1,35,6,5,20,12363,0,1,33,"{'10-20': -0.10000000000000009, '0-10': -0.4}","{'10-20': 240.1, '0-10': -96.1}",1731
2420,1,43,8,3,21,11009,1,0,73,"{'10-20': -0.8500000000000003, '0-10': 1.2500000000000002}","{'10-20': -74.44999999999999, '0-10': 76.75}",1714
2421,1,4,4,7,14,11392,0,2,19,{'0-10': 0},{'0-10': 0},1714
2422,1,41,8,4,16,13235,1,2,43,"{'10-20': 3.3999999999999995, '0-10': 1.7000000000000002}","{'10-20': 119.00000000000003, '0-10': 102.20000000000002}",1714
2423,1,51,11,6,9,14085,1,6,31,"{'10-20': -0.8500000000000003, '0-10': 1.2500000000000002}","{'10-20': -74.44999999999999, '0-10': 76.75}",1714
2424,1,28,13,4,17,13063,0,0,22,{'0-10': 0},{'0-10': 0},1714
2425,0,9,5,6,7,11276,0,0,55,{'0-10': 0},{'0-10': 0},1714
2426,0,154,6,7,10,9967,0,0,53,"{'10-20': 0.8500000000000003, '0-10': -1.2500000000000002}","{'10-20': 74.44999999999999, '0-10': -76.75}",1714
2427,0,236,7,10,7,10757,0,0,33,{'0-10': 0},{'0-10': 0},1714
2428,0,14,0,10,9,7686,0,0,11,"{'10-20': -3.3999999999999995, '0-10': -1.7000000000000002}","{'10-20': -119.00000000000003, '0-10': -102.20000000000002}",1714
2429,0,119,6,11,3,13506,0,2,10,"{'10-20': 0.8500000000000003, '0-10': -1.2500000000000002}","{'10-20': 74.44999999999999, '0-10': -76.75}",1714
2430,0,86,3,4,1,7774,0,0,14,"{'10-20': -3.2999999999999994, '0-10': -2.7}","{'10-20': -97.60000000000002, '0-10': -68.5}",1371
2431,0,12,1,7,2,4853,0,0,42,{'0-10': 0},{'0-10': 0},1371
2432,0,360,2,5,1,8027,0,0,10,{'0-10': 0},{'0-10': 0},1371
2433,0,1,3,4,3,6986,0,0,24,{'0-10': 0},{'0-10': 0},1371
2434,0,246,2,5,3,8317,0,0,44,{'0-10': 0},{'0-10': 0},1371
2435,1,412,1,2,13,5695,0,0,46,{'0-10': 0},{'0-10': 0},1371
2436,1,141,9,1,5,10117,0,0,10,{'0-10': 0},{'0-10': 0},1371
2437,1,55,6,5,7,8693,0,0,20,{'0-10': 0},{'0-10': 0},1371
2438,1,41,5,2,11,11620,0,1,18,"{'10-20': 3.2999999999999994, '0-10': 2.7}","{'10-20': 97.60000000000002, '0-10': 68.5}",1371
2439,1,15,4,1,9,9878,0,2,20,{'0-10': 0},{'0-10': 0},1371
2440,0,60,1,9,4,7691,0,0,23,"{'10-20': -0.39999999999999997, '0-10': -0.1}","{'10-20': -81, '0-10': -24.400000000000006}",1435
2441,0,35,0,6,1,5222,0,0,42,"{'10-20': -1.15, '0-10': 0.6999999999999997}","{'10-20': -206.74999999999997, '0-10': 4.950000000000017}",1435
2442,0,145,1,6,0,8747,0,0,13,"{'10-20': -1.15, '0-10': 0.6999999999999997}","{'10-20': -206.74999999999997, '0-10': 4.950000000000017}",1435
2443,0,58,4,2,4,10248,0,1,16,{'0-10': 0},{'0-10': 0},1435
2444,0,238,5,6,2,9997,0,1,14,{'0-10': 0},{'0-10': 0},1435
2445,1,80,6,1,6,7879,0,1,53,"{'10-20': 1.15, '0-10': -0.6999999999999997}","{'10-20': 206.74999999999997, '0-10': -4.950000000000017}",1435
2446,1,246,4,3,5,9359,0,2,58,"{'10-20': 0.39999999999999997, '0-10': 0.1}","{'10-20': 81, '0-10': 24.400000000000006}",1435
2447,1,68,5,3,5,9330,0,1,25,{'0-10': 0},{'0-10': 0},1435
2448,1,134,8,3,5,10924,0,0,17,{'0-10': 0},{'0-10': 0},1435
2449,1,498,6,1,4,10789,0,0,29,"{'10-20': 1.15, '0-10': -0.6999999999999997}","{'10-20': 206.74999999999997, '0-10': -4.950000000000017}",1435
2450,0,81,2,8,6,9265,0,0,16,"{'10-20': -1.7499999999999998, '0-10': -0.8500000000000001, '20-30': -0.8499999999999998}","{'10-20': -43.400000000000006, '0-10': 17.80000000000004, '20-30': -203.4}",1949
2451,0,154,4,5,7,11310,0,1,18,"{'10-20': -0.7, '0-10': 0.09999999999999998, '20-30': 1.7999999999999998}","{'10-20': -130.89999999999998, '0-10': -3.8000000000000114, '20-30': -247}",1949
2452,0,134,3,5,5,10009,0,0,37,"{'10-20': 0.8999999999999995, '0-10': -1.3000000000000003, '20-30': -1.8000000000000003}","{'10-20': -0.4000000000000057, '0-10': 5.400000000000034, '20-30': -239.29999999999998}",1949
2453,0,432,3,5,7,7668,0,0,123,"{'10-20': -1.7499999999999998, '0-10': -0.8500000000000001, '20-30': -0.8499999999999998}","{'10-20': -43.400000000000006, '0-10': 17.80000000000004, '20-30': -203.4}",1949
2454,0,126,5,8,4,13795,0,2,27,"{'10-20': 2.3999999999999995, '0-10': 1.0999999999999996, '20-30': -0.30000000000000027}","{'10-20': 65.9, '0-10': 14.599999999999994, '20-30': -185.10000000000002}",1949
2455,1,76,10,2,12,15630,0,0,52,"{'10-20': 0.7, '0-10': -0.09999999999999998, '20-30': -1.7999999999999998}","{'10-20': 130.89999999999998, '0-10': 3.8000000000000114, '20-30': 247}",1949
2456,1,202,8,2,10,13927,1,5,24,"{'10-20': 1.7499999999999998, '0-10': 0.8500000000000001, '20-30': 0.8499999999999998}","{'10-20': 43.400000000000006, '0-10': -17.80000000000004, '20-30': 203.4}",1949
2457,1,3,1,6,12,7562,0,0,53,"{'10-20': 1.7499999999999998, '0-10': 0.8500000000000001, '20-30': 0.8499999999999998}","{'10-20': 43.400000000000006, '0-10': -17.80000000000004, '20-30': 203.4}",1949
2458,1,4,6,1,11,13382,0,1,36,"{'10-20': -0.8999999999999995, '0-10': 1.3000000000000003, '20-30': 1.8000000000000003}","{'10-20': 0.4000000000000057, '0-10': -5.400000000000034, '20-30': 239.29999999999998}",1949
2459,1,150,6,6,9,12973,0,2,36,"{'10-20': -2.3999999999999995, '0-10': -1.0999999999999996, '20-30': 0.30000000000000027}","{'10-20': -65.9, '0-10': -14.599999999999994, '20-30': 185.10000000000002}",1949
2460,1,876,6,5,13,10779,2,0,13,"{'10-20': 2.6500000000000004, '0-10': 3.25}","{'10-20': 133.7, '0-10': 20.900000000000006}",1749
2461,1,145,10,3,11,13541,1,5,14,"{'10-20': 2.6500000000000004, '0-10': 3.25}","{'10-20': 133.7, '0-10': 20.900000000000006}",1749
2462,1,238,12,3,8,14107,0,4,28,{'0-10': 0},{'0-10': 0},1749
2463,1,14,3,4,17,10827,0,1,17,"{'10-20': 2.3999999999999995, '0-10': -0.1999999999999993}","{'10-20': 165.39999999999995, '0-10': 5.099999999999994}",1749
2464,1,89,1,3,15,7753,0,0,83,{'0-10': 0},{'0-10': 0},1749
2465,0,19,5,8,7,10088,0,0,10,"{'10-20': -2.3999999999999995, '0-10': 0.1999999999999993}","{'10-20': -165.39999999999995, '0-10': -5.099999999999994}",1749
2466,0,43,0,8,13,6395,0,0,41,"{'10-20': -2.6500000000000004, '0-10': -3.25}","{'10-20': -133.7, '0-10': -20.900000000000006}",1749
2467,0,498,5,7,4,10417,0,0,22,{'0-10': 0},{'0-10': 0},1749
2468,0,77,2,5,8,9158,0,0,18,"{'10-20': -2.6500000000000004, '0-10': -3.25}","{'10-20': -133.7, '0-10': -20.900000000000006}",1749
2469,0,61,6,5,11,12773,0,2,34,{'0-10': 0},{'0-10': 0},1749
2470,1,145,2,2,8,12547,0,3,45,{'0-10': 0},{'0-10': 0},1862
2471,1,92,5,3,5,12682,1,3,26,{'0-10': 0},{'0-10': 0},1862
2472,1,238,14,2,3,14203,0,2,38,"{'10-20': -1.9499999999999997, '0-10': -3.499999999999999, '20-30': -0.7}","{'10-20': -58.400000000000006, '0-10': -59.50000000000003, '20-30': 212.15}",1862
2473,1,526,0,3,10,7316,0,1,68,"{'10-20': -1.9499999999999997, '0-10': -3.499999999999999, '20-30': -0.7}","{'10-20': -58.400000000000006, '0-10': -59.50000000000003, '20-30': 212.15}",1862
2474,1,20,2,3,13,10664,0,0,17,"{'10-20': -1.1, '0-10': -1.2, '20-30': -0.4}","{'10-20': -250.30000000000004, '0-10': -95.5, '20-30': 95.1}",1862
2475,0,240,3,4,4,11748,0,1,26,"{'10-20': 1.9499999999999997, '0-10': 3.499999999999999, '20-30': 0.7}","{'10-20': 58.400000000000006, '0-10': 59.50000000000003, '20-30': -212.15}",1862
2476,0,110,3,4,7,12583,0,1,28,{'0-10': 0},{'0-10': 0},1862
2477,0,77,4,3,2,11712,0,0,37,"{'10-20': 1.1, '0-10': 1.2, '20-30': 0.4}","{'10-20': 250.30000000000004, '0-10': 95.5, '20-30': -95.1}",1862
2478,0,26,3,2,6,7550,0,1,45,{'0-10': 0},{'0-10': 0},1862
2479,0,236,0,10,3,8780,0,1,30,"{'10-20': 1.9499999999999997, '0-10': 3.499999999999999, '20-30': 0.7}","{'10-20': 58.400000000000006, '0-10': 59.50000000000003, '20-30': -212.15}",1862
2480,1,518,7,3,11,10293,0,0,91,{'0-10': 0},{'0-10': 0},1747
2481,1,18,12,2,10,15291,0,3,23,{'0-10': 0},{'0-10': 0},1747
2482,1,777,1,4,6,9965,1,1,12,"{'10-20': -2.3, '0-10': -1.8999999999999995}","{'10-20': -159.8, '0-10': -57.29999999999998}",1747
2483,1,131,4,7,16,11803,0,2,29,{'0-10': 0},{'0-10': 0},1747
2484,1,238,9,6,10,13658,0,2,16,"{'10-20': 1.5999999999999996, '0-10': 1.6999999999999997}","{'10-20': 93.00000000000003, '0-10': 56.19999999999999}",1747
2485,0,875,8,5,3,13322,0,4,19,"{'10-20': 2.3, '0-10': 1.8999999999999995}","{'10-20': 159.8, '0-10': 57.29999999999998}",1747
2486,0,517,3,8,6,9730,0,0,11,"{'10-20': -1.5999999999999996, '0-10': -1.6999999999999997}","{'10-20': -93.00000000000003, '0-10': -56.19999999999999}",1747
2487,0,222,3,7,8,11276,0,0,22,{'0-10': 0},{'0-10': 0},1747
2488,0,432,1,6,8,7476,0,0,113,{'0-10': 0},{'0-10': 0},1747
2489,0,141,7,7,6,11321,0,0,27,{'0-10': 0},{'0-10': 0},1747
2490,1,222,11,3,17,15868,0,2,52,"{'10-20': -0.09999999999999964, '0-10': 0.09999999999999987, '20-30': -0.04999999999999982}","{'10-20': 78.6, '0-10': 3, '20-30': 105.44999999999996}",1865
2491,1,35,12,6,15,15309,0,1,23,"{'10-20': 1.0999999999999999, '0-10': 1.2, '20-30': -0.5}","{'10-20': 252.20000000000002, '0-10': 63.599999999999994, '20-30': 53.80000000000001}",1865
2492,1,432,6,7,19,10824,0,1,72,"{'10-20': -0.09999999999999964, '0-10': 0.09999999999999987, '20-30': -0.04999999999999982}","{'10-20': 78.6, '0-10': 3, '20-30': 105.44999999999996}",1865
2493,1,887,7,4,6,15111,3,7,26,"{'10-20': -1.1, '0-10': 0.3999999999999999, '20-30': 3.6}","{'10-20': -23.599999999999994, '0-10': -6.099999999999994, '20-30': 312.5}",1865
2494,1,68,2,10,11,10939,0,0,30,"{'10-20': -1.5000000000000004, '0-10': 1.0999999999999992, '20-30': -4.1}","{'10-20': -102, '0-10': -16.900000000000006, '20-30': -220.50000000000003}",1865
2495,0,18,7,8,7,12995,0,0,15,"{'10-20': 0.09999999999999964, '0-10': -0.09999999999999987, '20-30': 0.04999999999999982}","{'10-20': -78.6, '0-10': -3, '20-30': -105.44999999999996}",1865
2496,0,157,6,8,5,12335,0,1,25,"{'10-20': 1.1, '0-10': -0.3999999999999999, '20-30': -3.6}","{'10-20': 23.599999999999994, '0-10': 6.099999999999994, '20-30': -312.5}",1865
2497,0,43,5,8,10,8847,0,0,70,"{'10-20': 0.09999999999999964, '0-10': -0.09999999999999987, '20-30': 0.04999999999999982}","{'10-20': -78.6, '0-10': -3, '20-30': -105.44999999999996}",1865
2498,0,78,8,9,9,10852,0,0,26,"{'10-20': -1.0999999999999999, '0-10': -1.2, '20-30': 0.5}","{'10-20': -252.20000000000002, '0-10': -63.599999999999994, '20-30': -53.80000000000001}",1865
2499,0,4,4,5,11,13549,0,1,23,"{'10-20': 1.5000000000000004, '0-10': -1.0999999999999992, '20-30': 4.1}","{'10-20': 102, '0-10': 16.900000000000006, '20-30': 220.50000000000003}",1865
2500,0,145,0,4,0,4755,0,0,8,{'0-10': -1.5999999999999999},{'0-10': -72.16000000000003},1076
2501,0,246,3,6,0,5987,0,0,6,{'0-10': -1.5999999999999999},{'0-10': -72.16000000000003},1076
2502,0,25,2,2,3,6969,0,0,11,{'0-10': -1.5999999999999999},{'0-10': -72.16000000000003},1076
2503,0,84,3,3,1,6360,0,0,11,{'0-10': -1.5999999999999999},{'0-10': -72.16000000000003},1076
2504,0,40,0,3,4,4280,0,1,24,{'0-10': -1.5999999999999999},{'0-10': -72.16000000000003},1076
2505,1,21,3,1,5,8260,0,2,9,{'0-10': 1.5999999999999999},{'0-10': 72.16000000000003},1076
2506,1,412,3,1,6,5516,0,0,37,{'0-10': 1.5999999999999999},{'0-10': 72.16000000000003},1076
2507,1,76,7,0,4,8591,0,0,20,{'0-10': 1.5999999999999999},{'0-10': 72.16000000000003},1076
2508,1,238,5,2,5,8124,0,1,16,{'0-10': 1.5999999999999999},{'0-10': 72.16000000000003},1076
2509,1,8,0,4,4,6661,0,1,10,{'0-10': 1.5999999999999999},{'0-10': 72.16000000000003},1076
2510,1,497,1,3,21,7236,0,0,75,"{'10-20': -0.7500000000000002, '0-10': -1}","{'10-20': 17.349999999999994, '0-10': -0.20000000000003126}",1586
2511,1,875,5,3,10,11645,1,5,12,"{'10-20': 1.0999999999999996, '0-10': 0.8000000000000003}","{'10-20': 55.39999999999995, '0-10': 38.20000000000002}",1586
2512,1,64,12,2,16,13308,0,0,35,"{'10-20': -1.7000000000000002, '0-10': 0.19999999999999998}","{'10-20': 62.900000000000034, '0-10': 0.5}",1586
2513,1,55,10,3,9,13321,1,0,13,"{'10-20': 3.1000000000000005, '0-10': 0.6000000000000001}","{'10-20': 187.89999999999998, '0-10': 42.89999999999998}",1586
2514,1,360,6,3,11,11703,0,4,19,"{'10-20': -0.7500000000000002, '0-10': -1}","{'10-20': 17.349999999999994, '0-10': -0.20000000000003126}",1586
2515,0,4,3,8,5,9196,0,1,12,"{'10-20': -3.1000000000000005, '0-10': -0.6000000000000001}","{'10-20': -187.89999999999998, '0-10': -42.89999999999998}",1586
2516,0,523,4,7,4,11519,0,2,15,"{'10-20': 0.7500000000000002, '0-10': 1}","{'10-20': -17.349999999999994, '0-10': 0.20000000000003126}",1586
2517,0,412,0,6,9,5960,0,0,61,"{'10-20': 0.7500000000000002, '0-10': 1}","{'10-20': -17.349999999999994, '0-10': 0.20000000000003126}",1586
2518,0,77,5,7,2,10265,0,1,26,"{'10-20': 1.7000000000000002, '0-10': -0.19999999999999998}","{'10-20': -62.900000000000034, '0-10': -0.5}",1586
2519,0,84,2,6,5,10059,0,0,13,"{'10-20': -1.0999999999999996, '0-10': -0.8000000000000003}","{'10-20': -55.39999999999995, '0-10': -38.20000000000002}",1586
2520,1,84,11,1,4,11739,0,0,19,"{'10-20': 4.6000000000000005, '0-10': 4.1}","{'10-20': 342.5, '0-10': 123.99999999999997}",1321
2521,1,164,4,1,4,8978,0,2,25,"{'10-20': -2.2, '0-10': -2.1999999999999993}","{'10-20': -22.69999999999999, '0-10': -43.80000000000001}",1321
2522,1,120,7,2,3,9707,1,0,24,"{'10-20': -0.10000000000000003, '0-10': -0.3}","{'10-20': 124.80000000000001, '0-10': 23.599999999999994}",1321
2523,1,223,0,1,10,5862,0,1,32,"{'10-20': 0.8999999999999995, '0-10': 0.8999999999999999}","{'10-20': 58.599999999999994, '0-10': -17.55000000000001}",1321
2524,1,222,3,3,7,9474,0,4,19,"{'10-20': 0.8999999999999995, '0-10': 0.8999999999999999}","{'10-20': 58.599999999999994, '0-10': -17.55000000000001}",1321
2525,0,18,0,6,4,6714,0,0,7,"{'10-20': -0.8999999999999995, '0-10': -0.8999999999999999}","{'10-20': -58.599999999999994, '0-10': 17.55000000000001}",1321
2526,0,17,1,4,2,7771,0,0,20,"{'10-20': 2.2, '0-10': 2.1999999999999993}","{'10-20': 22.69999999999999, '0-10': 43.80000000000001}",1321
2527,0,50,3,8,0,6225,0,0,17,"{'10-20': -4.6000000000000005, '0-10': -4.1}","{'10-20': -342.5, '0-10': -123.99999999999997}",1321
2528,0,78,2,3,3,7265,0,0,11,"{'10-20': 0.10000000000000003, '0-10': 0.3}","{'10-20': -124.80000000000001, '0-10': -23.599999999999994}",1321
2529,0,235,2,4,2,6158,0,0,46,"{'10-20': -0.8999999999999995, '0-10': -0.8999999999999999}","{'10-20': -58.599999999999994, '0-10': 17.55000000000001}",1321
2530,1,16,2,2,10,5545,0,0,34,{'0-10': -0.24},{'0-10': 12.040000000000049},1149
2531,1,145,5,1,4,8337,0,0,10,{'0-10': -0.24},{'0-10': 12.040000000000049},1149
2532,1,240,4,3,3,7043,0,1,11,{'0-10': -0.24},{'0-10': 12.040000000000049},1149
2533,1,106,11,4,8,10294,0,2,26,{'0-10': -0.24},{'0-10': 12.040000000000049},1149
2534,1,4,2,1,14,8671,0,1,11,{'0-10': -0.24},{'0-10': 12.040000000000049},1149
2535,0,18,1,3,2,6976,0,1,17,{'0-10': 0.24},{'0-10': -12.040000000000049},1149
2536,0,63,0,6,4,5579,0,0,15,{'0-10': 0.24},{'0-10': -12.040000000000049},1149
2537,0,14,5,5,3,8070,0,0,9,{'0-10': 0.24},{'0-10': -12.040000000000049},1149
2538,0,421,5,6,1,7219,0,1,16,{'0-10': 0.24},{'0-10': -12.040000000000049},1149
2539,0,53,0,4,4,4140,0,0,27,{'0-10': 0.24},{'0-10': -12.040000000000049},1149
2540,0,150,10,3,7,16717,0,3,35,"{'10-20': 1.9, '0-10': 0, '30-end': 0.1999999999999993, '20-30': -0.3999999999999999}","{'10-20': 187.1, '0-10': 3.0999999999999943, '30-end': -41, '20-30': -61.29999999999998}",2276
2541,0,235,3,10,18,12176,0,0,81,{'0-10': 0},{'0-10': 0},2276
2542,0,20,2,7,12,12528,0,0,51,"{'10-20': 0.30000000000000004, '0-10': -0.1, '30-end': -1.6, '20-30': 0.6000000000000001}","{'10-20': -66.19999999999999, '0-10': -54.5, '30-end': -414.00000000000006, '20-30': 166.49999999999997}",2276
2543,0,110,10,10,10,15312,0,2,48,{'0-10': 0},{'0-10': 0},2276
2544,0,517,7,10,8,14412,1,1,47,{'0-10': 0},{'0-10': 0},2276
2545,1,4,1,11,13,12517,0,1,34,{'0-10': 0},{'0-10': 0},2276
2546,1,9,6,7,14,14626,0,0,62,"{'10-20': -0.30000000000000004, '0-10': 0.1, '30-end': 1.6, '20-30': -0.6000000000000001}","{'10-20': 66.19999999999999, '0-10': 54.5, '30-end': 414.00000000000006, '20-30': -166.49999999999997}",2276
2547,1,164,9,5,6,17203,1,4,36,"{'10-20': -1.9, '0-10': 0, '30-end': -0.1999999999999993, '20-30': 0.3999999999999999}","{'10-20': -187.1, '0-10': -3.0999999999999943, '30-end': 41, '20-30': 61.29999999999998}",2276
2548,1,202,21,3,9,21069,0,3,39,{'0-10': 0},{'0-10': 0},2276
2549,1,26,3,6,26,11819,0,1,56,{'0-10': 0},{'0-10': 0},2276
2550,1,81,10,7,11,14351,0,1,15,"{'10-20': 1.15, '0-10': -0.15000000000000013, '20-30': 1.5}","{'10-20': 10.249999999999972, '0-10': 6.549999999999983, '20-30': 32.30000000000004}",1899
2551,1,350,0,4,27,8347,0,1,41,"{'10-20': 1.15, '0-10': -0.15000000000000013, '20-30': 1.5}","{'10-20': 10.249999999999972, '0-10': 6.549999999999983, '20-30': 32.30000000000004}",1899
2552,1,35,15,5,8,15004,1,0,71,"{'10-20': -1, '0-10': -0.6000000000000001, '20-30': -0.4}","{'10-20': 67.50000000000003, '0-10': -53.20000000000002, '20-30': -90.30000000000001}",1899
2553,1,266,13,4,11,16558,0,3,39,{'0-10': 0},{'0-10': 0},1899
2554,1,4,0,8,15,11139,0,2,12,{'0-10': 0},{'0-10': 0},1899
2555,0,150,6,6,7,14857,0,1,33,{'0-10': 0},{'0-10': 0},1899
2556,0,236,8,7,7,13407,0,2,51,{'0-10': 0},{'0-10': 0},1899
2557,0,876,5,9,13,11345,0,0,30,"{'10-20': 1, '0-10': 0.6000000000000001, '20-30': 0.4}","{'10-20': -67.50000000000003, '0-10': 53.20000000000002, '20-30': 90.30000000000001}",1899
2558,0,74,3,10,13,10007,0,0,32,"{'10-20': -1.15, '0-10': 0.15000000000000013, '20-30': -1.5}","{'10-20': -10.249999999999972, '0-10': -6.549999999999983, '20-30': -32.30000000000004}",1899
2559,0,235,6,7,18,12230,0,0,63,"{'10-20': -1.15, '0-10': 0.15000000000000013, '20-30': -1.5}","{'10-20': -10.249999999999972, '0-10': -6.549999999999983, '20-30': -32.30000000000004}",1899
2560,0,876,5,6,11,12601,0,0,24,"{'10-20': 1, '0-10': 1.2, '20-30': 0.6}","{'10-20': 52.30000000000001, '0-10': 77.50000000000003, '20-30': -76.89999999999998}",2007
2561,0,6,10,8,6,13107,0,1,31,"{'10-20': -2.2, '0-10': -0.49999999999999933, '20-30': -1.0999999999999999}","{'10-20': -131.7, '0-10': -89.00000000000003, '20-30': 150.5}",2007
2562,0,43,1,3,12,8677,0,1,86,"{'10-20': 0.34999999999999987, '0-10': -0.34999999999999987, '20-30': -1.6500000000000004}","{'10-20': -22.650000000000006, '0-10': -0.8000000000000114, '20-30': 118.74999999999994}",2007
2563,0,517,6,4,9,13309,0,2,15,"{'10-20': -2.9, '0-10': -0.3999999999999999, '20-30': 0.09999999999999964}","{'10-20': -18.80000000000004, '0-10': 4.600000000000023, '20-30': 114.70000000000002}",2007
2564,0,145,9,1,6,14325,1,3,20,"{'10-20': 0.34999999999999987, '0-10': -0.34999999999999987, '20-30': -1.6500000000000004}","{'10-20': -22.650000000000006, '0-10': -0.8000000000000114, '20-30': 118.74999999999994}",2007
2565,1,25,0,9,11,8094,0,0,52,"{'10-20': -0.34999999999999987, '0-10': 0.34999999999999987, '20-30': 1.6500000000000004}","{'10-20': 22.650000000000006, '0-10': 0.8000000000000114, '20-30': -118.74999999999994}",2007
2566,1,4,3,3,10,13162,0,1,32,"{'10-20': 2.9, '0-10': 0.3999999999999999, '20-30': -0.09999999999999964}","{'10-20': 18.80000000000004, '0-10': -4.600000000000023, '20-30': -114.70000000000002}",2007
2567,1,266,5,6,7,13392,0,1,31,"{'10-20': 2.2, '0-10': 0.49999999999999933, '20-30': 1.0999999999999999}","{'10-20': 131.7, '0-10': 89.00000000000003, '20-30': -150.5}",2007
2568,1,141,9,7,5,14419,0,2,15,"{'10-20': -1, '0-10': -1.2, '20-30': -0.6}","{'10-20': -52.30000000000001, '0-10': -77.50000000000003, '20-30': 76.89999999999998}",2007
2569,1,18,5,6,5,13573,1,3,27,"{'10-20': -0.34999999999999987, '0-10': 0.34999999999999987, '20-30': 1.6500000000000004}","{'10-20': 22.650000000000006, '0-10': 0.8000000000000114, '20-30': -118.74999999999994}",2007
2570,1,25,4,5,19,12414,1,0,37,"{'10-20': 0.09999999999999995, '0-10': -0.4, '20-30': 0.7000000000000001}","{'10-20': 189.6, '0-10': 41.19999999999999, '20-30': 121.10000000000002}",1934
2571,1,238,15,5,4,16510,0,3,19,"{'10-20': 3.8000000000000003, '0-10': -0.7999999999999998, '20-30': 4.5}","{'10-20': 49.599999999999994, '0-10': -38.00000000000003, '20-30': 427.9}",1934
2572,1,266,8,2,15,13637,0,1,35,"{'10-20': -1.1000000000000005, '0-10': 0.20000000000000062, '20-30': -4.3}","{'10-20': 7.7999999999999545, '0-10': 65.1, '20-30': -95.40000000000003}",1934
2573,1,412,2,6,21,8353,0,1,78,"{'10-20': -0.7500000000000004, '0-10': 0.3500000000000001, '20-30': 1.1}","{'10-20': -37.54999999999998, '0-10': 1.25, '20-30': 80.24999999999994}",1934
2574,1,360,9,7,8,14012,0,2,18,"{'10-20': -0.7500000000000004, '0-10': 0.3500000000000001, '20-30': 1.1}","{'10-20': -37.54999999999998, '0-10': 1.25, '20-30': 80.24999999999994}",1934
2575,0,45,13,9,7,14783,0,2,19,"{'10-20': 0.7500000000000004, '0-10': -0.3500000000000001, '20-30': -1.1}","{'10-20': 37.54999999999998, '0-10': -1.25, '20-30': -80.24999999999994}",1934
2576,0,141,5,7,9,11037,0,0,28,"{'10-20': -0.09999999999999995, '0-10': 0.4, '20-30': -0.7000000000000001}","{'10-20': -189.6, '0-10': -41.19999999999999, '20-30': -121.10000000000002}",1934
2577,0,43,2,6,11,9160,0,0,17,"{'10-20': -3.8000000000000003, '0-10': 0.7999999999999998, '20-30': -4.5}","{'10-20': -49.599999999999994, '0-10': 38.00000000000003, '20-30': -427.9}",1934
2578,0,111,2,10,17,8206,0,0,58,"{'10-20': 0.7500000000000004, '0-10': -0.3500000000000001, '20-30': -1.1}","{'10-20': 37.54999999999998, '0-10': -1.25, '20-30': -80.24999999999994}",1934
2579,0,41,3,6,10,14530,0,1,25,"{'10-20': 1.1000000000000005, '0-10': -0.20000000000000062, '20-30': 4.3}","{'10-20': -7.7999999999999545, '0-10': -65.1, '20-30': 95.40000000000003}",1934
2580,1,777,6,5,15,11813,0,1,11,{'0-10': 0},{'0-10': 0},1665
2581,1,110,10,5,9,14182,2,4,29,{'0-10': 0},{'0-10': 0},1665
2582,1,63,10,3,12,11154,0,0,69,{'0-10': 0},{'0-10': 0},1665
2583,1,14,1,4,18,11591,0,4,21,"{'10-20': 6.5, '0-10': 7.300000000000001}","{'10-20': 251.10000000000002, '0-10': 313.7}",1665
2584,1,245,13,5,7,14413,1,2,23,"{'10-20': 2.6, '0-10': 0.6}","{'10-20': 239.8, '0-10': 58.09999999999998}",1665
2585,0,92,2,5,5,9758,0,0,25,"{'10-20': -2.6, '0-10': -0.6}","{'10-20': -239.8, '0-10': -58.09999999999998}",1665
2586,0,4,4,7,5,10574,0,0,14,{'0-10': 0},{'0-10': 0},1665
2587,0,59,3,6,8,7408,0,0,33,"{'10-20': -6.5, '0-10': -7.300000000000001}","{'10-20': -251.10000000000002, '0-10': -313.7}",1665
2588,0,157,12,11,4,14659,0,0,12,{'0-10': 0},{'0-10': 0},1665
2589,0,360,1,11,3,8317,0,0,11,{'0-10': 0},{'0-10': 0},1665
